Prenom destinataire;Nom destinataire;Code postal;Boutique (code);Date de validation de commande prévue;Reference de colis;ID (Livraison);Reference de l'expedition (Numero de tracking transporteur);Transporteur
Kylian;Paris;68415;;;MB4003860_1755259;207336283;8686293;Mondial Relay
Baptiste;Maillard;53655;;;ES3957933_1756091;207333650;8686586;Mondial Relay
Maxime;Noel;76238;;;ES4004523_1756446;207330399;8686703;Mondial Relay
Léo;Nguyen;39655;;;ES3888578_1745337;207340682;8682367;Mondial Relay
Victor;Renard;79337;;;MB4010290_1756969;207623629;8687756;Mondial Relay
Alicia;Royer;53672;;;ES3987389_1756170;207334544;8686614;Mondial Relay
Lina;Renaud;58174;;;MB4019903_1756714;207330885;8686766;Mondial Relay
Noa;Le roux;73810;;;MB4029029_1754252;207338062;8685851;Mondial Relay
Mathis;Charles;34542;;;ES4019226_1756548;207331376;8686742;Mondial Relay
Léa;Lefebvre;87278;;;MB3988979_1756578;207333280;8686757;Mondial Relay
Enzo;Gerard;50576;;;MB4001805_1758600;207616974;8687562;Mondial Relay
Maëlle;Roger;41723;;;MB4002275_1754375;207340444;8685909;Mondial Relay
Paul;Leclerc;71793;;;MB4029397_1754632;207339873;8686011;Mondial Relay
Mathilde;Faure;91965;;;MB4027062_1756571;207333414;8686754;Mondial Relay
Kylian;Guillot;50990;;;ES4029437_1754666;207360204;2869601615;DHL
Louise;Laurent;57119;;;MB4030959_1757565;207619833;8687152;Mondial Relay
Mohamed;Breton;59649;;;MB4029642_1754775;207340179;8686088;Mondial Relay
Camille;Dumont;31807;;;MB4029802_1756195;207340736;8686802;Mondial Relay
Clémence;Brun;96384;;;ES4025597_1749499;207340650;8683893;Mondial Relay
Manon;Masson;75820;;;MB4026058_1753735;207337622;8685644;Mondial Relay
Louna;Simon;61676;;;ES4001567_1756026;207330730;8686558;Mondial Relay
Victor;Aubry;37374;;;MB3996850_1756172;207332900;8686615;Mondial Relay
Rayan;Henry;7530;;;MB4029942_1756798;207332758;8686799;Mondial Relay
Louis;Lucas;66682;;;MB4025492_1751035;207337769;8684524;Mondial Relay
Evan;Colin;21753;;;MB4030014_1755063;207340440;8686199;Mondial Relay
Yanis;Barbier;3113;;;MB4002151_1755410;207336718;8686341;Mondial Relay
Carla;Barbier;17278;;;MB3979235_1753299;207340666;8685947;Mondial Relay
Lisa;Dumont;99138;;;MB4027900_1752359;207337708;8685064;Mondial Relay
Lisa;Carre;51132;;;MB4003889_1752794;207383720;9L27333003232;Coliposte
Alice;Marchal;31551;;;MB4011569_1754668;207340388;8686031;Mondial Relay
Mélissa;Charpentier;95609;;;MB4030149_1755196;207333777;8686270;Mondial Relay
Louna;Simon;52;;;MB4021170_1745451;207349380;XU726457225FR;Chronopost
Enzo;Lefevre;35447;;;MB3978844_1754364;207342504;XU732614962FR;Chronopost
Jade;Gerard;43903;;;MB4029241_1754530;207360212;2869479664;DHL
Ethan;Vasseur;81004;;;IT3979879_1751315;207360495;5615865625;DHL
Lola;Picard;90079;;;MB4015446_1754451;207356163;00DO42LC;GLS
Alexandre;Leroux;14124;;;MB4026319_1756379;207352549;00DOAWAF;GLS
Adrien;Brun;19599;;;MB4029216_1754527;207337049;8685972;Mondial Relay
Maxence;Julien;43819;;;MB4029785_1754848;207340678;8686133;Mondial Relay
Carla;Denis;59750;;;MB4029244_1755019;207340355;8686172;Mondial Relay
Kylian;Bonnet;59751;;;MB4030544_1756864;207329075;8686848;Mondial Relay
Maxime;Durand;79327;;;MB3979235_1750570;207340675;8685948;Mondial Relay
Noémie;Blanc;40377;;;MB4029847_1754985;207340485;8686155;Mondial Relay
Louise;Brun;37353;;;MB3973157_1746906;207340672;8685937;Mondial Relay
Antoine;Marty;29322;;;MB4029600_1754748;207330149;8686068;Mondial Relay
Mattéo;Moulin;36886;;;MB3994700_1755228;207342131;XU733604604FR;Chronopost
Mélissa;Faure;83627;;;MB3918701_1754531;207290798;XU732839775FR;Chronopost
Maëlys;Roy;29231;;;MB4013795_1756313;207342040;XU733806703FR;Chronopost
Lucas;Francois;14527;;;MB4026715_1753842;207340861;XU733836991FR;Chronopost
Alexis;Gerard;21212;;;MB3873811_1755494;207341206;XU733653401FR;Chronopost
Clémence;Guillot;92587;;;MB4007551_1755428;207349071;XU733646238FR;Chronopost
Sacha;Marchal;33457;;;MB3949672_1754526;207290780;XT337008385FR;Chronopost
Mohamed;Dupuis;32523;;;MB4024952_1753528;207295044;XT336894581FR;Chronopost
Maxime;Leclerc;11049;;;MB4014905_1750267;207288860;XU729907572FR;Chronopost
Nicolas;Paul;31747;;;MB3933179_1754236;207289952;XU732519547FR;Chronopost
Enzo;Leroux;99268;;;MB3946788_1755879;207288699;XU733702473FR;Chronopost
Romain;Leroux;78377;;;MB4026930_1751034;207342277;XU730227815FR;Chronopost
Théo;Brunet;26984;;;MB4011476_1746983;207289563;XU727565359FR;Chronopost
Adam;Perrin;11111;;;MB3960189_1755094;207290254;XU733417748FR;Chronopost
Victor;Benoit;16586;;;MB3983952_1746546;207295415;XU727322516FR;Chronopost
Romane;Deschamps;7121;;;MB3993451_1755227;207346095;XU733604547FR;Chronopost
Adrien;Morel;1558;;;MB3985600_1742724;207341621;XU734010385FR;Chronopost
Quentin;Robert;9737;;;MB3993536_1754372;207290767;XU732615906FR;Chronopost
Lilou;Guerin;25678;;;MB4029684_1755168;207346515;XT337126064FR;Chronopost
Antoine;Perrin;97116;;;MB3964636_1756278;207348249;XT337160410FR;Chronopost
Laura;Caron;32903;;;MB4001991_1756297;207349468;XT337160953FR;Chronopost
Sacha;Noel;35179;;;MB3941678_1756882;207372035;XT337203234FR;Chronopost
Pauline;Perrot;9404;;;MB4025349_1755765;207288713;XT337142107FR;Chronopost
Pierre;Richard;27024;;;MB4003021_1743638;207340930;XT337142773FR;Chronopost
Mathéo;Martinez;48057;;;MB4000717_1755694;207349718;XT337140959FR;Chronopost
Clémence;Chevalier;54814;;;MB4030680_1757260;207345340;XJ045975308JF;Chronopost
Clément;Laine;10643;;;MB4021067_1756362;207297302;XU733816569FR;Chronopost
Lola;Guerin;27083;;;MB4001093_1756983;207371951;XU734118674FR;Chronopost
Julien;Guillaume;9882;;;MB3986521_1755644;207348782;XU733672683FR;Chronopost
Nicolas;Lemoine;15331;;;MB3999130_1754445;207290142;XU732637521FR;Chronopost
Camille;Mercier;59139;;;MB3976977_1755988;207342743;XU733719615FR;Chronopost
Ines;Laurent;95722;;;MB3997303_1755955;207356306;XT337146205FR;Chronopost
Alexandre;Adam;70469;;;MB4017154_1751436;207288425;XU733547575FR;Chronopost
Jade;Guillaume;68792;;;MB3993879_1757015;207356252;XU734135350FR;Chronopost
Lisa;Lambert;50086;;;MB3966717_1755515;207344637;XU733656337FR;Chronopost
Adrien;Rousseau;30890;;;MB4025359_1755871;207297429;XT337143544FR;Chronopost
Ines;Aubry;24913;;;MB3988892_1750270;207339860;8684227;Mondial Relay
Clémence;Martinez;71435;;;MB4025023_1753154;207340745;8686810;Mondial Relay
Noah;Francois;68779;;;MB4029361_1754609;207293797;XT337017546FR;Chronopost
Alicia;Dumas;28902;;;MB4002842_1756287;207350485;XT337160785FR;Chronopost
Chloé;Picard;30145;;;MB3973244_1747080;207351415;XU727580135FR;Chronopost
Sacha;Poirier;43229;;;MB3966611_1754216;207289946;XU732484009FR;Chronopost
Anaïs;Renaud;61011;;;MB3995228_1755647;207351298;XT337140171FR;Chronopost
Axel;Joly;74948;;;MB4030011_1755062;207341562;XU734048911FR;Chronopost
Théo;Martin;10970;;;MB4027889_1752358;207372005;XT337218295FR;Chronopost
Lena;Bourgeois;51945;;;MB3985656_1756948;207342242;XT337207029FR;Chronopost
Louise;Lacroix;56649;;;MB3961889_1754272;207291387;XU732585223FR;Chronopost
Noémie;Olivier;85063;;;MB4018680_1756044;207346071;XU733727957FR;Chronopost
Clémence;Leroy;17944;;;MB3972052_1756519;207357645;XU733902191FR;Chronopost
Romain;Henry;42994;;;MB3993959_1755666;207341464;XT337140619FR;Chronopost
Louise;Guillot;2785;;;MB4029294_1754577;207340360;8685991;Mondial Relay
Mathis;Dubois;67481;;;MB4016563_1750248;207340991;XU729903862FR;Chronopost
Théo;Pierre;96805;;;MB3968664_1754360;207295694;XT336980855FR;Chronopost
Alexis;Le gall;41805;;;MB4019742_1756357;207354354;XT337162866FR;Chronopost
Tom;Noel;3712;;;MB4030277_1756206;207348988;XT337155030FR;Chronopost
Lena;Schneider;88399;;;MB4007709_1755747;207297381;XT337141795FR;Chronopost
Julie;Moreau;19860;;;MB3983875_1756832;207371906;XT337225022FR;Chronopost
Camille;Moreau;27504;;;MB4017486_1751462;207341385;XT337155595FR;Chronopost
Anaïs;Da silva;80860;;;MB4029575_1754743;207341915;XT337152705FR;Chronopost
Alexandre;Nicolas;98882;;;MB3990832_1756266;207357657;XT337159677FR;Chronopost
Romane;Petit;99623;;;MB4005181_1755880;207293198;XT337143907FR;Chronopost
Elisa;Mercier;55246;;;MB4027115_1751438;207288234;XT337110339FR;Chronopost
Emilie;Fontaine;32254;;;MB4029826_1754971;207294745;XT337042996FR;Chronopost
Mattéo;Louis;19539;;;MB4012489_1756134;207290062;XT337150474FR;Chronopost
Lola;Fleury;91046;;;MB4004017_1755606;207337215;8686417;Mondial Relay
Manon;Barre;44058;;;MB3981583_1755392;207288696;XT337135622FR;Chronopost
Mattéo;David;64489;;;MB4028146_1752515;207343589;XT336773291FR;Chronopost
Elisa;Roche;4757;;;MB4029078_1754441;207294189;XT336984485FR;Chronopost
Paul;Poirier;50708;;;MB4029410_1754639;207336008;8686014;Mondial Relay
Lisa;Pierre;85315;;;MB4029892_1755009;207293497;XT337043841FR;Chronopost
Louis;Nguyen;22297;;;MB4025080_1755767;207295226;XT337142115FR;Chronopost
Louna;Dufour;55629;;;MB3966358_1756483;207341988;XT337174008FR;Chronopost
Ethan;Dumas;62682;;;MB4005988_1756503;207343274;XT337176794FR;Chronopost
Alexandre;Fournier;84490;;;MB3866015_1753985;207357986;00DNG3HO;GLS
Alexandre;Petit;81278;;;MB4021441_1756189;207351991;00DNG8UL;GLS
Zoe;Philippe;75821;;;MB4002692_1748055;207358434;00DN9Q9Z;GLS
Ines;Lefebvre;50126;;;MB4027892_1752355;207358320;00DNV7MT;GLS
Mohamed;Carre;31715;;;MB4020093_1744257;207358411;00DN8EDI;GLS
Raphaël;Legrand;44959;;;MB4016433_1751435;207355123;00DNFXCW;GLS
Kylian;Legrand;79068;;;MB3994485_1755709;207353797;00DNG8HV;GLS
Carla;Andre;64024;;;MB4011660_1754381;207358051;00DNKWCX;GLS
Clémence;Lacroix;68922;;;MB4028461_1752765;207358066;00DN9RYS;GLS
Arthur;Marie;94796;;;MB4017490_1753263;207358118;00DNKTX5;GLS
Théo;Fournier;41113;;;MB3995345_1755927;207354453;00DOFAH3;GLS
Kylian;Gauthier;96947;;;MB4003589_1755417;207354160;00DNIOFR;GLS
Mattéo;Dupuy;4195;;;MB3969901_1742000;207358460;00DNFXHP;GLS
Louna;Blanchard;45401;;;MB4002153_1755950;207350268;XT337146130FR;Chronopost
Sacha;Gerard;84144;;;MB4029662_1754781;207356954;00DO43P4;GLS
Juliette;Roger;96099;;;MB3989521_1753038;207358803;00DNKTJA;GLS
Gabriel;Pons;87663;;;MB4001184_1754403;207358205;00DNIL10;GLS
Nathan;Guillot;67568;;;MB4029654_1754777;207358039;00DN8SVQ;GLS
Kylian;Perrin;57659;;;MB4029916_1755025;207352884;00DNKXP2;GLS
Maëlle;Prevost;36486;;;MB3785171_1753736;207290799;XJ045807242JF;Chronopost
Antoine;Carre;37828;;;MB4029816_1754965;207343408;XJ045881455JF;Chronopost
Laura;Roussel;84134;;;MB4028153_1752509;207296076;XT336773230FR;Chronopost
Chloé;Guyot;96385;;;MB4021428_1753965;207358409;00DOFCM0;GLS
Louis;Laine;90786;;;MB4011016_1750348;207355874;00DN9NNR;GLS
Mathilde;Gaillard;2172;;;MB4000540_1755402;207353712;00DNV5VO;GLS
Maxime;Perrin;30409;;;MB4022335_1751195;207352725;00DN5ZD6;GLS
Eva;Meunier;80008;;;MB4010870_1753571;207353353;00DN9VCS;GLS
Océane;Dupont;75593;;;MB3969830_1742015;207358406;00DNUW7D;GLS
Lisa;Noel;75750;;;MB4029845_1754986;207358045;00DNKXOV;GLS
Hugo;Dubois;51890;;;MB4003659_1756034;207352052;00DOAVOW;GLS
Alexandre;Poirier;83766;;;MB4020462_1756115;207352148;00DOAVR0;GLS
Pauline;Denis;18389;;;MB4023746_1748430;207354940;00DNKK2T;GLS
Eva;Renard;82130;;;MB4029279_1756382;207352277;00DNV6SM;GLS
Océane;Renault;86345;;;MB4028009_1752432;207357980;00DNKRP2;GLS
Adrien;Muller;99902;;;MB4030144_1755798;207351853;00DNV637;GLS
Clara;Dufour;91884;;;MB4015985_1754410;207358009;00DNKWED;GLS
Alice;Philippe;72607;;;MB4029018_1754203;207357992;00DNIKMI;GLS
Mohamed;Renaud;47837;;;MB4029788_1754851;207358038;00DO43QO;GLS
Ines;Andre;39616;;;MB3951883_1755682;207354277;00DOD71U;GLS
Anaïs;Barbier;70472;;;MB4027276_1751857;207355399;00DN60HO;GLS
Noa;Menard;28855;;;MB4002040_1756286;207352622;00DOD7PP;GLS
Lucas;Julien;32693;;;MB3999903_1755731;207354177;00DOFADR;GLS
Maxime;Paris;44669;;;MB3922332_1756437;207330941;8686699;Mondial Relay
Elisa;Laine;65890;;;MB4028584_1752872;207358100;00DNIHNP;GLS
Gabriel;Bourgeois;77931;;;MB3975283_1750577;207358325;00DNV7QJ;GLS
Chloé;Legrand;85249;;;MB4003221_1752975;207358309;00DOARVO;GLS
Thomas;Poirier;79643;;;MB4027634_1752819;207357984;00DN63KJ;GLS
Théo;Girard;91231;;;MB4023958_1750728;207358419;00DNKPZN;GLS
Lina;Meyer;52102;;;MB4029336_1754614;207353600;00DNG56X;GLS
Lena;Dumont;17766;;;MB3862143_1754617;207355986;00DN9Y0J;GLS
Enzo;Vasseur;82706;;;MB4029129_1754457;207358013;00DO42MN;GLS
Lina;Maillard;60006;;;MB4018600_1755113;207358785;00DOAU8X;GLS
Louis;Clement;63839;;;MB4000372_1756221;207352866;00DNL0MW;GLS
Alicia;Nicolas;1005;;;MB4029775_1754841;207340117;8686127;Mondial Relay
Arthur;Mercier;80574;;;MB3999459_1755396;207337422;8686336;Mondial Relay
Mattéo;Arnaud;79364;;;MB4029635_1754770;207340352;8686085;Mondial Relay
Manon;Masson;32648;;;MB3917308_1754429;207289096;XJ045842289JF;Chronopost
Axel;Fabre;83867;;;MB3932472_1737908;207358423;00DNUU05;GLS
Laura;Fontaine;90649;;;MB4030130_1755170;207357563;00DNV5MO;GLS
Eva;Joly;56101;;;MB4025925_1754251;207358007;00DN8RI7;GLS
Maëlys;Noel;1871;;;MB4022825_1756368;207352088;00DO470H;GLS
Jeanne;Paris;19800;;;MB4009253_1754260;207357968;00DNV2KL;GLS
Romain;Renault;6228;;;MB4028904_1753977;207356815;00DNKVEQ;GLS
Anaïs;Dupont;79187;;;MB4010796_1746621;207358426;00DNIECA;GLS
Maëlys;Legrand;91297;;;MB4025787_1749608;207297425;XT336412620FR;Chronopost
Maxence;Roche;45741;;;MB4010989_1755987;207335700;8686548;Mondial Relay
Noémie;Prevost;78736;;;MB3992106_1745364;207291749;XT336120856FR;Chronopost
Quentin;Andre;70350;;;MB4002528_1755759;207336472;8686475;Mondial Relay
Lena;Roussel;32167;;;MB4029872_1755000;207358776;00DN9YHM;GLS
Lou;Martin;95375;;;MB3994008_1739943;207358446;00DN5ZYJ;GLS
Alice;Blanchard;94981;;;MB4028925_1754027;207290386;XT336938720FR;Chronopost
Ambre;Laine;28757;;;MB3984175_1744781;207289564;XT336076335FR;Chronopost
Maxime;Fleury;30679;;;MB3879343_1752232;207348727;XT336742904FR;Chronopost
Romane;Lucas;73777;;;MB4027432_1752035;207290380;XT336709404FR;Chronopost
Jade;Moreau;74762;;;MB3985041_1750981;207294805;XT336554999FR;Chronopost
Anaïs;Lecomte;88686;;;MB4029033_1754230;207296267;XT336968443FR;Chronopost
Baptiste;Fernandez;92438;;;MB3972297_1750516;207288955;XU730032125FR;Chronopost
Adrien;Le roux;4361;;;MB4002308_1753501;207340993;XU732099663FR;Chronopost
Jules;Laine;8218;;;MB4029636_1754769;207289763;XU733031455FR;Chronopost
Lucas;Renard;51033;;;MB4006323_1754248;207289019;XU732547772FR;Chronopost
Maxime;Berger;94003;;;MB4005843_1756035;207350450;XU733726069FR;Chronopost
Arthur;Duval;16927;;;MB3986662_1755119;207290013;XU733421138FR;Chronopost
Sarah;Joly;21335;;;MB3936400_1755903;207295952;XU733708175FR;Chronopost
Lilou;Roger;32156;;;MB3982619_1757058;207351584;XU734144731FR;Chronopost
Clément;Chevalier;7484;;;MB3880992_1756498;207349055;XU733890768FR;Chronopost
Lucie;Guillot;40410;;;MB3981964_1753547;207342428;XU732109343FR;Chronopost
Léo;Dufour;5652;;;MB4014888_1756040;207341357;XU733727373FR;Chronopost
Kylian;Huet;68704;;;MB3987769_1755904;207297292;XU733708224FR;Chronopost
Lena;Benoit;21752;;;MB3996383_1744891;207341847;XU733764447FR;Chronopost
Pierre;Da silva;91216;;;MB4014684_1756143;207351521;XU733750111FR;Chronopost
Alexis;Chevalier;38164;;;MB4001752_1755336;207288636;XU733629265FR;Chronopost
Alice;Jean;66410;;;MB3980670_1742025;207341732;XU733815740FR;Chronopost
Ethan;Riviere;58973;;;MB4019771_1753295;207290010;XU731977237FR;Chronopost
Gabriel;Royer;99459;;;MB3998124_1755425;207288888;XU733645983FR;Chronopost
Maëlys;Pierre;63880;;;MB4010743_1755612;207353813;XU733669945FR;Chronopost
Ethan;Petit;48647;;;MB4015826_1756711;207341986;XU733955438FR;Chronopost
Camille;Bourgeois;43673;;;MB4007810_1755268;207342646;XU733614456FR;Chronopost
Jade;Collet;15137;;;MB3970996_1756956;207356557;XU734095117FR;Chronopost
Juliette;Da silva;49080;;;MB3996568_1755382;207353606;XU733639603FR;Chronopost
Adrien;Morel;54373;;;MB4018255_1751458;207337947;8684707;Mondial Relay
Chloé;Dumont;46081;;;MB3999031_1756863;207371998;XU734184832FR;Chronopost
Pauline;Berger;63429;;;MB4012390_1757145;207351732;XU734172922FR;Chronopost
Mohamed;Boyer;74855;;;MB4029429_1754655;207337109;8686022;Mondial Relay
Louna;Gonzalez;86438;;;MB4009248_1755319;207350189;XU733626321FR;Chronopost
Carla;Barbier;67270;;;MB3954084_1754650;207293512;XU732953444FR;Chronopost
Mael;Dupuy;82568;;;MB3981352_1755320;207343377;XU733626905FR;Chronopost
Lucie;Rousseau;97065;;;MB4012320_1755571;207289997;XU733664571FR;Chronopost
Mohamed;Leclercq;8902;;;MB3978819_1754273;207343821;XU732585308FR;Chronopost
Antoine;Dupuis;76893;;;MB4009801_1754470;207288396;XU733532862FR;Chronopost
Valentin;Jacquet;85947;;;MB3984748_1755335;207350503;XU733629230FR;Chronopost
Mattéo;Carpentier;65549;;;MB3982877_1753729;207288305;XU733522009FR;Chronopost
Axel;Andre;88563;;;MB3987974_1755394;207354054;XU733641010FR;Chronopost
Jade;Charpentier;48497;;;MB3987856_1755566;207289535;XU733663845FR;Chronopost
Julien;Brun;6332;;;MB3991085_1755667;207337438;8686440;Mondial Relay
Lina;Bourgeois;18091;;;MB3963294_1754319;207296313;XU732605152FR;Chronopost
Julie;Marie;67782;;;MB3973400_1753504;207343859;XU732100199FR;Chronopost
Rayan;Clement;23169;;;MB3982010_1750592;207342122;XU730062095FR;Chronopost
Mohamed;Boyer;43177;;;MB3936324_1744334;207288548;XU732506883FR;Chronopost
Julie;Gerard;77907;;;MB3991283_1750237;207342995;XU729902969FR;Chronopost
Maxence;Masson;57294;;;MB4002658_1751356;207295700;XU730527347FR;Chronopost
Evan;Rey;20758;;;MB3973407_1753506;207342327;XU732100300FR;Chronopost
Julie;Roche;14392;;;MB4026253_1749846;207348747;XU729547256FR;Chronopost
Evan;Girard;55505;;;MB4001885_1750947;207341818;XU730216543FR;Chronopost
Yanis;Olivier;64639;;;MB4018374_1756054;207335356;8686568;Mondial Relay
Alicia;Rousseau;61792;;;MB4030161_1755768;207335399;8686479;Mondial Relay
Léa;Lefebvre;74458;;;MB3945964_1757095;207344986;XU734153075FR;Chronopost
Lola;Bourgeois;72262;;;MB3992834_1755674;207297309;XU733677884FR;Chronopost
Lou;Perrot;54769;;;MB4028801_1753730;207340340;8685883;Mondial Relay
Zoe;Moulin;33558;;;MB4006631_1757104;207371920;XU734166520FR;Chronopost
Benjamin;Breton;79974;;;MB3959973_1755806;207297408;XU733692507FR;Chronopost
Léo;Prevost;76844;;;MB3995465_1756957;207342103;XU734095179FR;Chronopost
Mael;Dumont;72160;;;MB4030458_1756772;207330527;8686791;Mondial Relay
Lola;Lucas;96295;;;MB4022842_1747804;207290088;XT336334012FR;Chronopost
Juliette;Fabre;51802;;;MB4016286_1755107;207340394;8686218;Mondial Relay
Julien;Sanchez;17608;;;MB4029609_1754754;207290914;XT337031857FR;Chronopost
Lilou;Paul;78922;;;MB3984066_1754396;207290879;XU732620628FR;Chronopost
Lina;Marchand;71793;;;MB3988043_1755905;207346157;XU733708652FR;Chronopost
Mathis;Paris;385;;;MB4029858_1754993;207340127;8686158;Mondial Relay
Lucas;Guillaume;21577;;;MB4007416_1756504;207297443;XT337176825FR;Chronopost
Evan;Carpentier;14777;;;MB4028093_1756811;207329095;8686808;Mondial Relay
Victor;Robert;5897;;;MB4017996_1756045;207351740;XU733727991FR;Chronopost
Antoine;Joly;35809;;;MB3981418_1756993;207346018;XU734132407FR;Chronopost
Adam;Gerard;23962;;;MB3955620_1757126;207357729;XU734170569FR;Chronopost
Pierre;Laurent;48948;;;MB3975534_1753358;207337359;8685496;Mondial Relay
Jules;Leclercq;16355;;;MB4021780_1756773;207333216;8686792;Mondial Relay
Victor;Mathieu;40679;;;MB4001740_1754419;207336002;8685915;Mondial Relay
Jules;Lefebvre;7605;;;MB4029562_1754740;207337512;8686063;Mondial Relay
Clara;Bernard;44163;;;MB4029164_1754481;207336984;8685943;Mondial Relay
Nicolas;Blanchard;19279;;;MB4025534_1749269;207340077;8683877;Mondial Relay
Alicia;Morin;46460;;;MB3991909_1755944;207351719;XU733714525FR;Chronopost
Justine;Bertrand;15891;;;MB4030325_1756412;207329137;8686687;Mondial Relay
Victor;Dupont;45522;;;MB3982806_1757040;207356400;XU734140584FR;Chronopost
Emilie;Rodriguez;4713;;;MB4030111_1755178;207337291;8686262;Mondial Relay
Léo;Faure;22328;;;MB3969353_1756264;207297473;XU733799154FR;Chronopost
Lou;Riviere;61049;;;MB3972014_1756879;207344475;XU734063410FR;Chronopost
Anaïs;Masson;52207;;;MB4030038_1755854;207371888;XU734256809FR;Chronopost
Chloé;Vidal;10502;;;MB3931528_1757105;207353866;XU734166533FR;Chronopost
Jeanne;Rolland;91831;;;MB4029368_1755144;207337330;8686240;Mondial Relay
Laura;Rey;82319;;;MB3987547_1751703;207337799;8684774;Mondial Relay
Théo;Guerin;41312;;;MB4023378_1754355;207337104;8685904;Mondial Relay
Maxence;Dupuis;59269;;;MB4029631_1756482;207371871;XT337218809FR;Chronopost
Léo;Morel;78237;;;MB4002425_1753108;207346205;XU731880312FR;Chronopost
Maxime;Marty;58760;;;MB4017827_1756846;207371848;XT337214529FR;Chronopost
Elisa;Sanchez;69754;;;MB4001726_1746498;207371942;XT337239684FR;Chronopost
